ID	GeneID	geneSymbol	chr	strand	exonStart_0base	exonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
282	"AT4G17140"	"AT4G17140"	chr4	-	9625060	9625350	9624895	9624980	9625477	9625581
283	"AT4G17140"	"AT4G17140"	chr4	-	9630042	9630072	9629828	9629984	9630128	9630181
284	"AT5G48870"	"LSM5"	chr5	+	19813556	19813680	19813345	19813440	19814106	19814179
285	"AT4G12720"	"NUDT7"	chr4	+	7488670	7488790	7488367	7488445	7488853	7488904
286	"AT3G24503"	"ALDH2C4"	chr3	-	8922246	8922389	8921341	8921728	8922929	8923073
287	"AT2G32010"	"CVL1"	chr2	+	13628778	13628888	13628602	13628700	13628975	13629121
288	"AT5G06180"	"AT5G06180"	chr5	+	1874840	1874934	1874708	1874772	1875008	1875117
289	"AT5G49830"	"EXO84B"	chr5	-	20254371	20254464	20253820	20253918	20254625	20255039
290	"AT5G44740"	"POLH"	chr5	-	18049726	18049850	18049419	18049533	18050050	18050170
291	"AT2G45640"	"SAP18"	chr2	-	18801065	18801098	18800842	18800953	18801212	18801383
292	"AT3G50240"	"KICP-02"	chr3	-	18627351	18627539	18627150	18627275	18627646	18627894
293	"AT4G24550"	"AP4M"	chr4	+	12678509	12678570	12678334	12678422	12678653	12678727
294	"AT3G43790"	"ZIFL2"	chr3	+	15655920	15656023	15655787	15655848	15656115	15656218
295	"AT2G24255"	"AT2G24255"	chr2	-	10315997	10317094	10315514	10315787	10317212	10317353
296	"AT4G19960"	"POT9"	chr4	+	10814050	10814276	10813547	10813956	10814354	10814600
297	"AT5G14640"	"ASK5"	chr5	-	4720110	4720161	4719872	4719968	4720274	4720415
298	"AT5G45190"	"CYCT1-5"	chr5	-	18279996	18280078	18279521	18279656	18280506	18280765
299	"AT3G52110"	"AT3G52110"	chr3	-	19324458	19324542	19324194	19324360	19324629	19325085
300	"AT3G48120"	"AT3G48120"	chr3	+	17773075	17773127	17772056	17772700	17773842	17773929
301	"AT2G24010"	"scpl23"	chr2	+	10215411	10215456	10214713	10214870	10215893	10216001
302	"AT2G21410"	"VHA-A2"	chr2	+	9166053	9166207	9165547	9165696	9166656	9166863
303	"AT2G21410"	"VHA-A2"	chr2	+	9166403	9166564	9166053	9166207	9166656	9166863
304	"AT1G76280"	"AT1G76280"	chr1	-	28620267	28620363	28619986	28620160	28620705	28621149
305	"AT2G16980"	"AT2G16980"	chr2	+	7379002	7379078	7378678	7378923	7379166	7379253
306	"AT5G11480"	"AT5G11480"	chr5	-	3670033	3670103	3669691	3669854	3670966	3671574
307	"AT5G27840"	"TOPP8"	chr5	-	9863412	9863506	9862923	9863334	9863606	9863786
308	"AT1G12930"	"AT1G12930"	chr1	-	4399913	4400006	4399547	4399735	4400175	4400363
309	"AT2G36850"	"CALS10"	chr2	-	15457689	15457742	15457422	15457599	15457909	15458022
310	"AT2G36850"	"CALS10"	chr2	-	15464328	15464389	15463981	15464063	15464736	15464789
311	"AT1G10290"	"DRP2A"	chr1	+	3372263	3372381	3372031	3372093	3372527	3372864
312	"AT2G26310"	"FAP2"	chr2	+	11202607	11202683	11202245	11202480	11202768	11202871
313	"AT2G26310"	"FAP2"	chr2	+	11203401	11203476	11203275	11203312	11203562	11203614
314	"AT3G51620"	"AT3G51620"	chr3	+	19145231	19145414	19144775	19144868	19145493	19145596
315	"AT3G06670"	"AT3G06670"	chr3	-	2109598	2109667	2109437	2109515	2109946	2110014
316	"AT3G06670"	"AT3G06670"	chr3	-	2109757	2109820	2109598	2109667	2109946	2110014
317	"AT3G26085"	"AT3G26085"	chr3	+	9531001	9531042	9530768	9530911	9531129	9531384
318	"AT1G10130"	"ECA3"	chr1	+	3313227	3313273	3312920	3312995	3313603	3313663
319	"AT1G10130"	"ECA3"	chr1	+	3314743	3314797	3314346	3314448	3315073	3315175
320	"AT1G10130"	"ECA3"	chr1	+	3320782	3320868	3320566	3320621	3320984	3321133
321	"AT3G60350"	"ARABIDILLO-2"	chr3	-	22308911	22308992	22308465	22308597	22309084	22310732
322	"AT2G40270"	"AT2G40270"	chr2	-	16824067	16824137	16823311	16823715	16824245	16824461
323	"AT1G69740"	"HEMB1"	chr1	+	26232050	26232107	26231904	26231936	26232192	26232502
324	"AT1G69740"	"HEMB1"	chr1	+	26233259	26233328	26233105	26233179	26233410	26233494
325	"AT3G15410"	"AT3G15410"	chr3	+	5203609	5203627	5203291	5203444	5203707	5203771
326	"AT3G15410"	"AT3G15410"	chr3	+	5205534	5205595	5205330	5205421	5205699	5205767
327	"AT2G44090"	"AT2G44090"	chr2	-	18240325	18241115	18239564	18239997	18241238	18241316
328	"AT3G15750"	"AT3G15750"	chr3	+	5335494	5335589	5335225	5335285	5335664	5335786
329	"AT1G12350"	"PPCS1"	chr1	+	4199444	4199530	4199299	4199344	4199632	4199685
330	"AT1G78580"	"TPS1"	chr1	-	29555104	29555193	29554744	29554793	29555350	29555501
331	"AT5G09410"	"CMTA1"	chr5	+	2922613	2922702	2922358	2922474	2923043	2923086
332	"AT5G09410"	"CMTA1"	chr5	+	2922806	2922896	2922613	2922702	2923043	2923086
333	"AT5G09410"	"CMTA1"	chr5	+	2923507	2923572	2923203	2923333	2923708	2923783
334	"AT5G09410"	"CMTA1"	chr5	+	2923518	2923572	2923203	2923333	2923708	2923995
335	"AT5G05010"	"AT5G05010"	chr5	+	1479408	1479471	1479139	1479293	1479565	1479662
336	"AT4G16720"	"RPL15A"	chr4	-	9400487	9400685	9399959	9400401	9400998	9401165
337	"AT4G04870"	"CLS"	chr4	-	2462512	2462598	2462298	2462373	2462999	2463051
338	"AT3G04920"	"RPS24A"	chr3	+	1361359	1361401	1360881	1361060	1361494	1361665
339	"AT4G30060"	"AT4G30060"	chr4	-	14689978	14690041	14689775	14689898	14690124	14690205
340	"AT3G15070"	"AT3G15070"	chr3	-	5072959	5073040	5071626	5072365	5073253	5073317
341	"AT2G44065"	"AT2G44065"	chr2	+	18228669	18228715	18228479	18228558	18228797	18228956
342	"AT1G11450"	"AT1G11450"	chr1	+	3853757	3853820	3853466	3853519	3853994	3854111
343	"AT5G53470"	"ACBP1"	chr5	+	21711565	21711654	21711340	21711443	21711857	21711949
344	"AT5G08185"	"MIR162A"	chr5	-	2634973	2635041	2634771	2634872	2635133	2635215
345	"AT5G08185"	"MIR162A"	chr5	-	2634973	2635046	2634771	2634872	2635133	2635226
346	"AT5G08185"	"MIR162A"	chr5	-	2634973	2635046	2634771	2634872	2635321	2635436
347	"AT5G08185"	"MIR162A"	chr5	-	2634973	2635046	2634771	2634875	2635133	2635226
348	"AT5G08185"	"MIR162A"	chr5	-	2635133	2635215	2634771	2634872	2635321	2635438
349	"AT5G08185"	"MIR162A"	chr5	-	2635133	2635226	2634771	2634872	2635321	2635436
350	"AT5G08185"	"MIR162A"	chr5	-	2635133	2635226	2634973	2635046	2635321	2635436
351	"AT1G01060"	"LHY"	chr1	-	36089	36171	35729	35963	36623	36685
352	"AT1G01060"	"LHY"	chr1	-	37372	37398	37022	37203	37568	37757
353	"AT1G73490"	"AT1G73490"	chr1	-	27634521	27634598	27634184	27634289	27634693	27634742
354	"AT1G73490"	"AT1G73490"	chr1	-	27634521	27634598	27634184	27634292	27634693	27634742
355	"AT4G33540"	"AT4G33540"	chr4	+	16132279	16132371	16131946	16132054	16132524	16132599
356	"AT1G45000"	"RPT4B"	chr1	+	17011060	17011252	17010715	17010853	17011349	17011448
357	"AT1G62800"	"ASP4"	chr1	-	23254926	23255021	23254691	23254812	23255114	23255236
358	"AT1G62800"	"ASP4"	chr1	-	23255114	23255236	23254691	23254812	23255486	23255624
359	"AT1G62800"	"ASP4"	chr1	-	23256617	23256695	23256435	23256535	23256952	23257014
360	"AT1G62800"	"ASP4"	chr1	-	23256617	23256701	23256435	23256535	23256952	23257014
361	"AT5G54570"	"BGLU41"	chr5	-	22168339	22168371	22168145	22168248	22168459	22168683
362	"AT2G36670"	"AT2G36670"	chr2	-	15367399	15367414	15367172	15367302	15367723	15368158
363	"AT1G63420"	"AT1G63420"	chr1	+	23517933	23518144	23517794	23517859	23518408	23518910
364	"AT5G19690"	"STT3A"	chr5	+	6657575	6657655	6657360	6657458	6657726	6657814
365	"AT2G21590"	"APL4"	chr2	+	9239032	9239098	9238481	9238645	9239353	9239583
366	"AT1G75340"	"CG1"	chr1	-	28269962	28270055	28269770	28269856	28270155	28270233
367	"AT1G75340"	"CG1"	chr1	-	28269962	28270055	28269770	28269856	28270328	28270546
368	"AT1G75340"	"CG1"	chr1	-	28270155	28270233	28269770	28269856	28270328	28270546
369	"AT1G75340"	"CG1"	chr1	-	28270155	28270233	28269962	28270055	28270328	28270546
370	"AT1G75340"	"CG1"	chr1	-	28271665	28271725	28271296	28271474	28271835	28271965
371	"AT1G59560"	"ZCF61"	chr1	+	21881906	21881950	21881598	21881814	21882033	21882158
372	"AT3G47700"	"MAG2"	chr3	-	17585747	17585848	17583600	17585662	17586034	17586136
373	"AT5G36160"	"TAT"	chr5	-	14233634	14233790	14233460	14233554	14233863	14233923
374	"AT3G02875"	"ILR1"	chr3	+	632446	632572	631912	632352	632820	633135
375	"AT3G20420"	"RTL2"	chr3	-	7120139	7120295	7119682	7120047	7120418	7120919
376	"AT1G51500"	"ABCG12"	chr1	-	19100428	19100508	19099880	19100345	19100743	19101080
377	"AT4G32570"	"TIFY8"	chr4	-	15717243	15717500	15717068	15717165	15717592	15717762
378	"AT4G24940"	"SAE1A"	chr4	+	12824688	12824768	12824415	12824611	12824861	12824978
379	"AT3G28100"	"AT3G28100"	chr3	+	10458769	10459016	10456624	10456738	10460213	10460375
380	"AT3G28100"	"AT3G28100"	chr3	+	10460213	10460375	10458769	10459016	10460453	10460602
381	"AT2G47320"	"CYP21-3"	chr2	+	19427953	19427993	19427702	19427862	19428075	19428123
382	"AT2G04235"	"AT2G04235"	chr2	+	1452706	1452744	1452551	1452632	1452826	1452914
383	"AT5G66180"	"AT5G66180"	chr5	+	26449139	26449284	26448937	26449064	26449367	26449458
384	"AT2G37210"	"LOG3"	chr2	-	15625201	15625273	15624637	15624708	15625531	15625631
385	"AT4G02860"	"AT4G02860"	chr4	-	1269143	1269227	1268712	1269059	1269330	1269492
386	"AT2G38995"	"AT2G38995"	chr2	+	16282630	16283200	16282119	16282354	16283314	16283381
387	"AT5G10070"	"AT5G10070"	chr5	-	3149126	3149198	3148900	3149022	3149297	3149388
388	"AT3G60300"	"AT3G60300"	chr3	+	22286758	22286874	22286585	22286689	22286956	22287479
389	"AT5G18920"	"AT5G18920"	chr5	+	6310319	6310365	6310063	6310235	6310576	6310846
390	"AT1G50200"	"ALATS"	chr1	-	18595687	18595817	18595339	18595436	18596207	18596360
391	"AT2G44920"	"AT2G44920"	chr2	+	18526277	18526338	18526083	18526165	18526450	18526827
392	"AT4G20095"	"AT4G20095"	chr4	-	10872716	10872845	10872405	10872607	10872940	10873093
393	"AT3G23910"	"AT3G23910"	chr3	-	8638607	8638672	8638448	8638529	8638770	8638872
394	"AT2G19385"	"AT2G19385"	chr2	+	8387516	8387647	8387329	8387404	8387854	8388218
395	"AT3G15110"	"AT3G15110"	chr3	-	5085088	5085310	5084687	5084713	5085475	5085843
396	"AT5G47690"	"AT5G47690"	chr5	+	19322567	19322627	19322314	19322464	19322759	19322896
397	"AT5G47690"	"AT5G47690"	chr5	+	19324373	19324460	19324068	19324215	19324534	19325134
398	"AT4G12780"	"AT4G12780"	chr4	+	7515966	7516017	7515766	7515832	7516098	7516188
399	"AT5G16610"	"AT5G16610"	chr5	-	5447350	5447583	5447196	5447230	5447657	5447712
400	"AT3G26720"	"AT3G26720"	chr3	+	9822659	9822728	9822054	9822102	9822819	9823186
401	"AT2G02500"	"ISPD"	chr2	-	672447	672503	672164	672244	672597	672669
402	"AT4G04620"	"ATG8B"	chr4	-	2329889	2329943	2329401	2329457	2330059	2330136
403	"AT4G04620"	"ATG8B"	chr4	-	2329889	2329974	2329401	2329457	2330059	2330200
404	"AT5G22620"	"AT5G22620"	chr5	-	7518568	7518634	7518372	7518471	7518810	7518903
405	"AT5G22620"	"AT5G22620"	chr5	-	7518810	7518903	7518372	7518471	7519062	7519181
406	"AT3G51340"	"AT3G51340"	chr3	-	19058204	19058340	19057890	19057964	19058466	19058697
407	"AT1G54440"	"AT1G54440"	chr1	+	20324330	20324414	20324088	20324247	20324732	20324812
408	"AT1G54440"	"AT1G54440"	chr1	+	20325886	20325932	20325597	20325680	20326024	20326112
409	"AT4G16110"	"ARR2"	chr4	+	9113613	9113766	9112685	9113138	9113850	9114255
410	"AT3G13790"	"CWINV1"	chr3	-	4535500	4535509	4534363	4535235	4535635	4535867
411	"AT4G38510"	"VHA-B2"	chr4	-	18012259	18012342	18011754	18011802	18012740	18012891
412	"AT4G38510"	"VHA-B2"	chr4	-	18014883	18014975	18014734	18014796	18015065	18015171
413	"AT4G38510"	"VHA-B2"	chr4	-	18014902	18014975	18014734	18014796	18015065	18015172
414	"AT4G38510"	"VHA-B2"	chr4	-	18014959	18014975	18014734	18014796	18015065	18015130
415	"AT4G02005"	"AT4G02005"	chr4	-	878758	878833	876907	878628	879083	879181
416	"AT2G29960"	"CYP19-4"	chr2	-	12769885	12769909	12769480	12769663	12770014	12770062
417	"AT2G26800"	"HMGCL"	chr2	-	11429884	11430021	11429524	11429640	11430467	11430631
418	"AT4G03490"	"AT4G03490"	chr4	-	1550015	1550129	1549758	1549808	1550265	1550361
419	"AT1G17980"	"PAPS1"	chr1	-	6190434	6190497	6190183	6190345	6190899	6191007
420	"AT1G69410"	"ELF5A-3"	chr1	+	26089866	26089923	26089655	26089778	26090017	26090386
421	"AT3G28370"	"AT3G28370"	chr3	+	10621362	10621382	10621193	10621256	10621478	10621523
422	"AT3G47120"	"AT3G47120"	chr3	-	17351885	17352035	17351140	17351771	17352125	17352313
423	"AT5G19330"	"ARIA"	chr5	-	6508971	6509006	6508732	6508797	6509132	6509196
424	"AT5G19330"	"ARIA"	chr5	-	6508971	6509051	6508732	6508797	6509132	6509196
425	"AT5G19330"	"ARIA"	chr5	-	6509821	6509881	6509543	6509667	6510030	6510099
426	"AT4G08540"	"AT4G08540"	chr4	+	5433910	5433998	5433644	5433839	5434065	5434239
427	"AT5G51080"	"AT5G51080"	chr5	-	20769138	20769190	20768803	20769044	20769332	20769440
428	"AT2G46340"	"SPA1"	chr2	-	19025417	19026879	19024958	19025116	19027161	19027413
429	"AT1G79820"	"SGB1"	chr1	-	30023583	30023727	30023253	30023327	30023980	30024134
430	"AT3G54760"	"AT3G54760"	chr3	-	20269641	20272046	20269079	20269351	20272226	20272457
431	"AT5G52040"	"RS41"	chr5	+	21131561	21131887	21131075	21131186	21132086	21132199
432	"AT5G66540"	"AT5G66540"	chr5	-	26558271	26558359	26558077	26558188	26558479	26558535
433	"AT3G01690"	"AT3G01690"	chr3	+	257787	257835	257456	257693	257917	258547
434	"AT1G68260"	"AT1G68260"	chr1	-	25586373	25586483	25586195	25586291	25587202	25587303
435	"AT2G20080"	"AT2G20080"	chr2	-	8664063	8664144	8663727	8663768	8664504	8665026
436	"AT4G38360"	"LAZ1"	chr4	+	17967933	17968042	17967620	17967677	17968182	17968367
437	"AT1G25540"	"MED25"	chr1	-	8973806	8973837	8973550	8973614	8974342	8974660
438	"AT1G33480"	"ATL58"	chr1	-	12149714	12149797	12148601	12149247	12149908	12150263
439	"AT5G64070"	"PI4KB1"	chr5	-	25638249	25638393	25638078	25638132	25638532	25638586
440	"AT2G24120"	"RPOT3"	chr2	-	10251289	10251340	10251125	10251196	10251586	10252003
441	"AT5G63890"	"HISN8"	chr5	-	25567735	25567845	25567600	25567653	25568028	25568206
442	"AT2G20495"	"AT2G20495"	chr2	+	8833673	8833754	8833408	8833482	8834049	8834142
443	"AT2G16960"	"AT2G16960"	chr2	+	7367709	7367772	7367489	7367591	7367848	7367923
444	"AT1G09195"	"AT1G09195"	chr1	-	2968652	2968758	2968474	2968536	2968969	2969077
445	"AT5G64080"	"AT5G64080"	chr5	-	25646000	25646027	25645262	25645629	25646271	25646728
446	"AT4G27080"	"PDIL5-4"	chr4	+	13589393	13589549	13589071	13589196	13589637	13589728
447	"AT4G27080"	"PDIL5-4"	chr4	+	13591937	13591994	13591341	13591416	13592101	13592168
448	"AT2G41100"	"CML12"	chr2	+	17138306	17138573	17138072	17138206	17138673	17138943
449	"AT4G36970"	"AT4G36970"	chr4	-	17430326	17430654	17430172	17430254	17430837	17431685
450	"AT5G23150"	"HUA2"	chr5	+	7786691	7786768	7785834	7786283	7786991	7788719
451	"AT4G37930"	"SHM1"	chr4	-	17832506	17832584	17832314	17832426	17832666	17832732
452	"AT2G43010"	"PIF4"	chr2	+	17888113	17888179	17887904	17887985	17888259	17888577
453	"AT5G08500"	"AT5G08500"	chr5	+	2749540	2749578	2749311	2749415	2749946	2750182
454	"AT1G58350"	"ZW18"	chr1	-	21664351	21664600	21663991	21664250	21664684	21664744
455	"AT2G28305"	"LOG1"	chr2	+	12083487	12083558	12083284	12083384	12083985	12084129
456	"AT1G53780"	"RPT1B"	chr1	-	20077044	20077095	20076660	20076975	20077199	20077292
457	"AT5G25040"	"AT5G25040"	chr5	+	8622625	8622885	8621953	8622551	8622961	8623057
458	"AT5G22760"	"AT5G22760"	chr5	+	7576041	7576070	7575478	7575948	7576174	7576657
459	"AT4G25100"	"FSD1"	chr4	-	12884835	12884859	12884299	12884747	12884955	12884982
460	"AT4G25100"	"FSD1"	chr4	-	12886100	12886155	12885489	12885678	12886441	12886527
461	"AT1G61340"	"AT1G61340"	chr1	+	22629157	22629295	22628515	22628792	22629359	22629434
462	"AT1G26750"	"AT1G26750"	chr1	+	9247536	9247639	9247162	9247285	9247786	9248274
463	"AT4G19560"	"CYCT1-2"	chr4	+	10662496	10662578	10661856	10662124	10662969	10663095
464	"AT2G40110"	"AT2G40110"	chr2	+	16748829	16748873	16747939	16748254	16748947	16749056
465	"AT2G45250"	"AT2G45250"	chr2	+	18662470	18662565	18662151	18662235	18662668	18663029
466	"AT1G77810"	"B3GALT7"	chr1	-	29262659	29262759	29262481	29262540	29262906	29263030
467	"AT4G32360"	"MFDR"	chr4	+	15622202	15622256	15621970	15622084	15622382	15622499
468	"AT4G32360"	"MFDR"	chr4	+	15622382	15622499	15622202	15622256	15622854	15622928
469	"AT4G32360"	"MFDR"	chr4	+	15622643	15622753	15622382	15622499	15622854	15622928
470	"AT1G60070"	"AT1G60070"	chr1	-	22143355	22143463	22143166	22143265	22143544	22143720
471	"AT1G60070"	"AT1G60070"	chr1	-	22145048	22145176	22144784	22144889	22145587	22145683
472	"AT3G08510"	"PLC2"	chr3	-	2583029	2583116	2582361	2582919	2583198	2583351
473	"AT5G64170"	"AT5G64170"	chr5	-	25675910	25676040	25675038	25675571	25676551	25676746
474	"AT1G61030"	"AT1G61030"	chr1	+	22479236	22479349	22478683	22479023	22479713	22479842
475	"AT1G61030"	"AT1G61030"	chr1	+	22479943	22480037	22479713	22479842	22480129	22480806
476	"AT5G22510"	"INVE"	chr5	-	7476873	7477534	7476522	7476688	7477823	7477941
477	"AT5G59790"	"AT5G59790"	chr5	+	24091421	24091491	24090714	24091184	24091570	24092422
478	"AT5G61410"	"RPE"	chr5	-	24684739	24684818	24684540	24684650	24684905	24685019
479	"AT3G55260"	"HEXO1"	chr3	+	20491285	20491386	20490949	20490998	20491595	20491655
480	"AT5G56850"	"AT5G56850"	chr5	-	22987289	22987420	22987116	22987195	22987498	22987572
481	"AT5G47520"	"RABA5A"	chr5	-	19278564	19278654	19278026	19278439	19278723	19278791
482	"AT2G32640"	"AT2G32640"	chr2	-	13848409	13848443	13848224	13848309	13848608	13848676
483	"AT2G32640"	"AT2G32640"	chr2	-	13848409	13848443	13848224	13848309	13848756	13848885
484	"AT2G32640"	"AT2G32640"	chr2	-	13848409	13848507	13848224	13848309	13848608	13848676
485	"AT2G32640"	"AT2G32640"	chr2	-	13848608	13848676	13848224	13848309	13848756	13848885
486	"AT2G32640"	"AT2G32640"	chr2	-	13848608	13848676	13848409	13848443	13848756	13848885
487	"AT5G49950"	"AT5G49950"	chr5	-	20321669	20321755	20321505	20321554	20321928	20322006
488	"AT4G26110"	"NAP1	chr4	+	13235009	13235027	13234714	13234904	13235430	13235879
489	"AT3G29010"	"AT3G29010"	chr3	+	11006931	11007123	11006752	11006762	11007205	11007444
490	"AT4G19390"	"AT4G19390"	chr4	-	10575449	10575531	10575207	10575350	10575719	10575797
491	"AT5G63310"	"NDPK2"	chr5	-	25373129	25373216	25372828	25372909	25373361	25373418
492	"AT3G29390"	"RIK"	chr3	+	11292104	11292222	11291894	11291988	11292335	11292828
493	"AT4G38330"	"AT4G38330"	chr4	+	17951751	17951818	17951469	17951585	17952207	17952302
494	"AT1G23690"	"AT1G23690"	chr1	-	8377835	8377979	8377261	8377741	8378065	8378191
495	"AT3G54620"	"BZIP25"	chr3	-	20218609	20218631	20218483	20218536	20218713	20218789
496	"AT1G67140"	"SWEETIE"	chr1	-	25105572	25105701	25105293	25105497	25105778	25105865
497	"AT5G63260"	"AT5G63260"	chr5	+	25362609	25362657	25361746	25362298	25362725	25362791
498	"AT2G46800"	"MTP1"	chr2	+	19237968	19238032	19237433	19237582	19238127	19239405
499	"AT5G17460"	"AT5G17460"	chr5	-	5758513	5758573	5757541	5758384	5758653	5758733
500	"AT5G02560"	"HTA12"	chr5	+	575720	575792	575381	575649	576207	576605
501	"AT3G02500"	"AT3G02500"	chr3	+	519623	519668	519363	519556	520046	520349
502	"AT1G53040"	"AT1G53040"	chr1	-	19767107	19767141	19766725	19767016	19767325	19767348
503	"AT5G04070"	"AT5G04070"	chr5	+	1103536	1103612	1103351	1103447	1103818	1103972
504	"AT5G45840"	"AT5G45840"	chr5	-	18596090	18596204	18595978	18596028	18596282	18596432
505	"AT5G46850"	"AT5G46850"	chr5	+	19010842	19010929	19010607	19010782	19011031	19011401
506	"AT4G36930"	"SPT"	chr4	+	17415254	17415320	17415091	17415157	17415414	17415660
507	"AT3G58980"	"AT3G58980"	chr3	-	21795721	21795871	21795358	21795619	21796097	21797006
508	"AT4G05410"	"YAO"	chr4	-	2743922	2744124	2743610	2743780	2744221	2744446
509	"AT1G49940"	"AT1G49940"	chr1	-	18488826	18488907	18488516	18488731	18488982	18489061
510	"AT3G23470"	"AT3G23470"	chr3	+	8415558	8415707	8414709	8414739	8415793	8415896
511	"AT3G05030"	"NHX2"	chr3	-	1395558	1395605	1395275	1395470	1395680	1395740
512	"AT3G05030"	"NHX2"	chr3	-	1395680	1395740	1395558	1395605	1395836	1395934
513	"AT2G24200"	"PM25"	chr2	-	10287536	10287597	10287249	10287437	10287688	10287766
514	"AT5G28220"	"AT5G28220"	chr5	-	10191849	10191898	10191554	10191649	10192249	10192314
515	"AT5G10800"	"AT5G10800"	chr5	-	3417863	3417909	3417509	3417570	3418086	3418220
516	"AT1G34065"	"SAMC2"	chr1	-	12399723	12399777	12399546	12399642	12399992	12400083
517	"AT2G43680"	"IQD14"	chr2	+	18108629	18108719	18108348	18108506	18109068	18109138
518	"AT5G24810"	"AT5G24810"	chr5	-	8522233	8522404	8521820	8522141	8522571	8522679
519	"AT4G33625"	"AT4G33625"	chr4	-	16153715	16153833	16153264	16153345	16154027	16154068
520	"AT1G08450"	"CRT3"	chr1	-	2669225	2669283	2669065	2669133	2669390	2669460
521	"AT3G55370"	"DOF3.6"	chr3	+	20527459	20527594	20527062	20527251	20527865	20528568
522	"AT4G24460"	"CLT2"	chr4	+	12643593	12643631	12643370	12643516	12643710	12643826
523	"AT2G43930"	"AT2G43930"	chr2	+	18194483	18194545	18194220	18194325	18194630	18194741
524	"AT4G04320"	"AT4G04320"	chr4	+	2115120	2115179	2114948	2115039	2115256	2115334
525	"AT1G48230"	"AT1G48230"	chr1	+	17806830	17806862	17806593	17806701	17806955	17807006
526	"AT1G14990"	"AT1G14990"	chr1	-	5167494	5167524	5167030	5167404	5167585	5167702
527	"AT1G14990"	"AT1G14990"	chr1	-	5167797	5167879	5167585	5167702	5168032	5168243
528	"AT2G31450"	"NTH1"	chr2	-	13403358	13403422	13403068	13403116	13403772	13403885
529	"AT3G21580"	"ABCI12"	chr3	-	7603130	7603247	7602811	7603048	7603357	7603885
530	"AT2G35520"	"DAD2"	chr2	+	14921763	14921811	14921491	14921670	14922191	14922279
531	"AT1G21590"	"AT1G21590"	chr1	-	7569359	7569457	7569031	7569281	7569543	7569902
532	"AT1G19120"	"LSM1A"	chr1	+	6608652	6608768	6608496	6608565	6608871	6608934
533	"AT3G14840"	"LRR-RLK"	chr3	+	4989089	4989161	4988462	4988637	4989252	4989321
534	"AT3G55630"	"FPGS3"	chr3	+	20637104	20637170	20636894	20637025	20637236	20637346
535	"AT3G55630"	"FPGS3"	chr3	+	20637423	20637484	20637236	20637346	20637574	20637592
