ID	GeneID	geneSymbol	chr	strand	riExonStart_0base	riExonEnd	upstreamES	upstreamEE	downstreamES	downstreamEE
1135	"AT1G73930"	"AT1G73930"	chr1	-	27796017	27797981	27796017	27797680	27797863	27797981
1136	"AT1G29200"	"AT1G29200"	chr1	+	10207926	10208511	10207926	10208361	10208436	10208511
1137	"AT5G60640"	"PDIL1-4"	chr5	-	24371006	24371496	24371006	24371347	24371439	24371496
1138	"AT1G80210"	"BRCC36A"	chr1	-	30162834	30163618	30162834	30163479	30163563	30163618
1139	"AT1G07840"	"AT1G07840"	chr1	+	2425951	2426306	2425951	2426103	2426191	2426306
1140	"AT3G14570"	"CALS8"	chr3	+	4898543	4898691	4898543	4898590	4898668	4898691
1141	"AT4G34000"	"ABF3"	chr4	+	16297426	16297619	16297426	16297498	16297589	16297619
1142	"AT3G63500"	"OBE4"	chr3	-	23447068	23450002	23447068	23449230	23449753	23450002
1143	"AT1G68140"	"AT1G68140"	chr1	-	25538986	25540430	25538986	25539618	25539696	25540430
1144	"AT3G26510"	"AT3G26510"	chr3	-	9711709	9712660	9711709	9712331	9712443	9712660
1145	"AT4G29810"	"MKK2"	chr4	-	14593038	14593539	14593038	14593415	14593493	14593539
1146	"AT2G17530"	"AT2G17530"	chr2	+	7628324	7629149	7628324	7628749	7628881	7629149
1147	"AT4G05040"	"AT4G05040"	chr4	+	2579600	2580746	2579600	2579722	2579880	2580746
1148	"AT5G56900"	"AT5G56900"	chr5	-	23021833	23022167	23021833	23021953	23022040	23022167
1149	"AT3G59970"	"MTHFR1"	chr3	+	22153253	22153607	22153253	22153334	22153429	22153607
1150	"AT3G26020"	"B'ETA"	chr3	+	9514279	9515589	9514279	9515298	9515385	9515589
1151	"AT1G33970"	"AT1G33970"	chr1	-	12349459	12350033	12349459	12349820	12349898	12350033
1152	"AT1G54385"	"AT1G54385"	chr1	-	20303631	20303885	20303631	20303691	20303785	20303885
1153	"AT3G28270"	"AT3G28270"	chr3	+	10538104	10540024	10538104	10538171	10538713	10540024
1154	"AT3G04960"	"AT3G04960"	chr3	+	1373810	1375850	1373810	1373940	1374173	1375850
1155	"AT4G31860"	"AT4G31860"	chr4	-	15406979	15407172	15406979	15407034	15407119	15407172
1156	"AT4G21990"	"APR3"	chr4	-	11657007	11658310	11657007	11657597	11657749	11658310
1157	"AT4G39370"	"UBP27"	chr4	+	18307655	18308022	18307655	18307784	18307884	18308022
1158	"AT1G22360"	"UGT85A2"	chr1	-	7894857	7896005	7894857	7895211	7895247	7896005
1159	"AT1G80960"	"AT1G80960"	chr1	+	30417666	30417852	30417666	30417709	30417781	30417852
1160	"AT4G05390"	"RFNR1"	chr4	-	2739753	2740089	2739753	2739929	2740013	2740089
1161	"AT4G28260"	"AT4G28260"	chr4	+	14004484	14006412	14004484	14004914	14005003	14006412
1162	"AT4G23210"	"CRK13"	chr4	-	12149270	12149740	12149270	12149415	12149502	12149740
1163	"AT1G55610"	"BRL1"	chr1	-	20783615	20784017	20783615	20783745	20783853	20784017
1164	"AT4G25300"	"AT4G25300"	chr4	+	12945670	12946325	12945670	12945918	12945997	12946325
1165	"AT3G18100"	"MYB4R1"	chr3	+	6201639	6202112	6201639	6201686	6201756	6202112
1166	"AT3G18100"	"MYB4R1"	chr3	+	6201756	6202112	6201756	6201959	6202024	6202112
1167	"AT2G37050"	"AT2G37050"	chr2	+	15572468	15572799	15572468	15572537	15572612	15572799
1168	"AT1G06040"	"BBX24"	chr1	-	1828412	1829307	1828412	1828904	1828986	1829307
1169	"AT1G03740"	"AT1G03740"	chr1	+	936188	937043	936188	936572	936654	937043
1170	"AT1G26880"	"RPL34A"	chr1	-	9315382	9315929	9315382	9315733	9315819	9315929
1171	"AT1G73320"	"AT1G73320"	chr1	-	27565986	27566365	27565986	27566100	27566180	27566365
1172	"AT4G31200"	"AT4G31200"	chr4	-	15163558	15164908	15163558	15164587	15164831	15164908
1173	"AT4G31200"	"AT4G31200"	chr4	-	15163558	15164908	15163558	15164617	15164831	15164908
1174	"AT5G63870"	"PP7"	chr5	-	25561704	25562434	25561704	25561851	25561939	25562434
1175	"AT4G33000"	"CBL10"	chr4	+	15925959	15926253	15925959	15926040	15926140	15926253
1176	"AT5G64330"	"RPT3"	chr5	+	25728649	25729854	25728649	25729495	25729575	25729854
1177	"AT5G38590"	"AT5G38590"	chr5	-	15452410	15453505	15452410	15452551	15452627	15453505
1178	"AT3G27100"	"SUS1"	chr3	-	9994544	9994990	9994544	9994816	9994913	9994990
1179	"AT1G13270"	"MAP1B"	chr1	+	4546460	4546741	4546460	4546540	4546643	4546741
1180	"AT3G50670"	"RNU1"	chr3	-	18827357	18828411	18827357	18827439	18828348	18828411
1181	"AT4G36210"	"AT4G36210"	chr4	+	17130245	17130810	17130245	17130592	17130728	17130810
1182	"AT2G17770"	"BZIP27"	chr2	+	7723102	7723725	7723102	7723540	7723647	7723725
1183	"AT1G55120"	"CWINV3"	chr1	+	20566929	20567903	20566929	20566938	20567031	20567903
1184	"AT1G22280"	"PAPP2C"	chr1	+	7874730	7875255	7874730	7875007	7875100	7875255
1185	"AT3G54890"	"LHCA1"	chr3	-	20339503	20340228	20339503	20339848	20339939	20340228
1186	"AT3G54890"	"LHCA1"	chr3	-	20339939	20340228	20339939	20339967	20340069	20340228
1187	"AT3G54890"	"LHCA1"	chr3	-	20339939	20340228	20339939	20340014	20340081	20340228
1188	"AT1G68250"	"AT1G68250"	chr1	-	25579372	25580194	25579372	25579594	25579660	25580194
1189	"AT5G22640"	"TIC100"	chr5	+	7532383	7533150	7532383	7532574	7532931	7533150
1190	"AT1G22880"	"CEL5"	chr1	+	8095501	8096549	8095501	8095964	8096045	8096549
1191	"AT1G28960"	"NUDT15"	chr1	-	10109861	10110359	10109861	10110022	10110161	10110359
1192	"AT4G17020"	"AT4G17020"	chr4	-	9577775	9578289	9577775	9577972	9578155	9578289
1193	"AT5G27030"	"TPR3"	chr5	-	9512823	9513045	9512823	9512897	9512975	9513045
1194	"AT5G04090"	"AT5G04090"	chr5	-	1106878	1107381	1106878	1107061	1107275	1107381
1195	"AT2G17360"	"RPS4A"	chr2	+	7547712	7548313	7547712	7547880	7548014	7548313
1196	"AT3G12570"	"FYD"	chr3	+	3989179	3991052	3989179	3989266	3989356	3991052
1197	"AT1G11310"	"MLO2"	chr1	-	3801399	3801617	3801399	3801460	3801549	3801617
1198	"AT4G36530"	"AT4G36530"	chr4	-	17241670	17241937	17241670	17241735	17241857	17241937
1199	"AT1G10820"	"AT1G10820"	chr1	-	3604435	3604683	3604435	3604541	3604619	3604683
1200	"AT5G19840"	"AT5G19840"	chr5	+	6708187	6708501	6708187	6708343	6708427	6708501
1201	"AT1G31170"	"SRX"	chr1	+	11134212	11134405	11134212	11134291	11134306	11134405
1202	"AT1G09270"	"IMPA4"	chr1	+	2997454	2998222	2997454	2997838	2997919	2998222
1203	"AT1G05870"	"AT1G05870"	chr1	-	1772096	1772533	1772096	1772141	1772308	1772533
1204	"AT2G03710"	"AGL3"	chr2	+	1131149	1131440	1131149	1131191	1131267	1131440
1205	"AT4G14910"	"HISN5B"	chr4	-	8528166	8528752	8528166	8528478	8528642	8528752
1206	"AT4G20260"	"PCAP1"	chr4	+	10942835	10943495	10942835	10942978	10943045	10943495
1207	"AT4G20260"	"PCAP1"	chr4	+	10942835	10943495	10942835	10942948	10943125	10943495
1208	"AT5G19420"	"AT5G19420"	chr5	-	6552794	6553242	6552794	6552858	6552952	6553242
1209	"AT5G19950"	"AT5G19950"	chr5	-	6740776	6741318	6740776	6741016	6741135	6741318
1210	"AT5G43310"	"AT5G43310"	chr5	-	17379485	17379956	17379485	17379600	17379808	17379956
1211	"AT5G43310"	"AT5G43310"	chr5	-	17379485	17379956	17379485	17379790	17379890	17379956
1212	"AT5G43310"	"AT5G43310"	chr5	-	17383436	17383741	17383436	17383589	17383685	17383741
1213	"AT5G43310"	"AT5G43310"	chr5	-	17384080	17384319	17384080	17384123	17384198	17384319
1214	"AT2G43261"	"AT2G43261"	chr2	-	17985692	17985996	17985692	17985747	17985823	17985996
1215	"AT3G17310"	"DRM3"	chr3	-	5912956	5913242	5912956	5913038	5913148	5913242
1216	"AT1G53890"	"AT1G53890"	chr1	+	20125629	20125805	20125629	20125644	20125728	20125805
1217	"AT1G17350"	"AT1G17350"	chr1	+	5944083	5944463	5944083	5944233	5944288	5944463
1218	"AT5G60100"	"APRR3"	chr5	-	24199499	24199888	24199499	24199673	24199754	24199888
