Gene ID	LSV ID	LSV Type	E(dPSI) per LSV junction	P(|dPSI|>=0.20) per LSV junction	P(|dPSI|<=0.05) per LSV junction	col0 E(PSI)	prmt5 E(PSI)	A5SS	A3SS	ES	Num. Junctions	Num. Exons	Junctions coords	IR coords
AT3G55170	AT3G55170:s:20453123-20453210	s|1e1.1o1|i	7.77155982729795e-16;6.69207005327291e-16	6.0448857830544e-21;6.044885783054388e-21	0.9999999926460882;0.9999984404340247	0.001;0.999	0.001;0.999	False	False	False	1	2	20453102-20453123	20453102-20453123
AT5G46110	AT5G46110:s:18699562-18699678	s|1e1.1o1|i	-0.01334715751908627;0.013347143167455342	1.7057414067428748e-20;1.6147069293904492e-20	0.0007461852483213738;0.0007461541940127492	0.653;0.347	0.637;0.363	False	False	False	1	2	18699678-18699764	18699678-18699764
AT3G45310	AT3G45310:s:16628871-16629006	s|1e1.1o1|2e1.1o1	7.771559702176269e-16;7.772284395945853e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997559305	0.002;0.998	0.001;0.999	True	False	False	2	2	16628741-16628874;16628741-16628871	
AT5G14740	AT5G14740:s:4761427-4761480	s|1e1.1o1|i	-0.02398565563940163;0.023985660705826136	1.9784309482604572e-13;1.8077064948586555e-20	0.0008092620721726895;0.0008092253386092763	0.761;0.239	0.740;0.260	False	False	False	1	2	4761480-4761738	4761480-4761738
AT1G08570	AT1G08570:s:2712883-2713010	s|1e1.1o1|2e1.1o1|i	-8.90570065271167e-09;-0.0005498201059736378;0.011053821054682788	6.04488778135406e-21;6.221803799173808e-21;9.268762991351422e-21	0.4771435873425003;0.4748856585109067;0.43558107608170676	0.014;0.034;0.951	0.004;0.011;0.985	True	False	False	2	2	2712985-2713096;2713010-2713096	2713010-2713096
AT1G75500	AT1G75500:s:28338597-28338748	s|1e1.1o1|i	-0.016402070027764296;0.016402085892589718	2.3860957499259627e-16;5.329084510407427e-15	0.001712003710066523;0.0017118990852099886	0.629;0.371	0.618;0.382	False	False	False	1	2	28338483-28338597	28338483-28338597
AT1G19690	AT1G19690:s:6809336-6809569	s|1e1.1o2|1e1.2o2	-0.051496847271501875;0.051496838330273784	0.009065784890609786;0.009065775970467321	3.0141098702696212e-05;3.0139063719514247e-05	0.781;0.219	0.697;0.303	False	True	False	2	2	6809250-6809336;6809239-6809336	
AT1G18620	AT1G18620:s:6409978-6410216	s|1e1.1o1|2e1.1o1	0.0004123477928295208;-0.0004123466401672593	2.2199979359432974e-07;2.2190688038797187e-07	0.0007737097568797126;0.0007737766874157392	0.990;0.010	0.994;0.006	True	False	False	2	2	6410059-6410558;6410216-6410558	
AT1G51430	AT1G51430:s:19068424-19068489	s|1e1.1o1|1e2.1o1	-4.159308088545441e-08;4.147737771004986e-08	6.097827891323705e-21;6.097828881845146e-21	0.49341603356654534;0.29705381311832835	0.003;0.997	0.003;0.997	False	False	True	2	3	19068489-19068526;19068489-19068711	
AT3G16250	AT3G16250:s:5507286-5507348	s|1e1.1o1|i	-0.0036451859828263763;0.003645165000979421	9.101907778600404e-09;9.061726888236938e-09	0.0009944861884314538;0.000994478161239598	0.660;0.340	0.641;0.359	False	False	False	1	2	5507183-5507286	5507183-5507286
AT5G26030	AT5G26030:s:9098434-9098798	s|1e1.1o1|i	7.77155982729795e-16;4.989859611194581e-16	6.0448857830544e-21;6.044885783054368e-21	0.9999999926460882;0.9999959928292897	0.000;1.000	0.001;0.999	False	False	False	1	2	9098798-9098872	9098798-9098872
AT2G26030	AT2G26030:s:11091865-11092005	s|1e1.1o2|1e1.2o2	-0.03578836771226916;0.03578837087067683	3.375935383583318e-05;3.375970352224093e-05	6.747082422631223e-05;6.746531919497433e-05	0.214;0.786	0.161;0.839	False	True	False	2	2	11091798-11091865;11091783-11091865	
AT3G11170	AT3G11170:s:3501253-3501438	s|1e1.1o1|i	-0.007099520818180198;0.0070995437841136835	1.3017450698007183e-20;1.2593769130127975e-20	0.019121416640187405;0.019120682176599763	0.657;0.343	0.643;0.357	False	False	False	1	2	3501438-3501532	3501438-3501532
AT1G45201	AT1G45201:s:17124712-17124905	s|1e1.1o1|i	-0.006662763798850081;0.006662782770844923	6.769569665149342e-12;4.059641527799022e-12	0.001873483460700709;0.0018734380289063893	0.636;0.364	0.618;0.382	False	False	False	1	2	17124905-17125017	17124905-17125017
AT4G22880	AT4G22880:s:12005563-12006082	s|1e1.1o2|1e1.2o2|i	-0.009101605655351511;7.77155982729795e-16;0.009251417874761804	4.7449075033546175e-08;6.0448857830544e-21;6.262723015491809e-08	0.003617868111201128;0.9999999926460882;0.0024700740598505716	0.614;0.009;0.376	0.590;0.009;0.401	False	True	False	2	2	12005478-12005563;12005473-12005563	12005473-12005563
AT4G37560	AT4G37560:s:17647143-17647333	s|1e1.2o2|2e2.1o1	-0.02345228980430416;0.023452338927760476	9.841871992125327e-08;9.81237556720891e-08	0.000388932990610269;0.00038889930736831424	0.072;0.928	0.041;0.959	True	False	True	2	3	17647184-17647799;17647333-17647406	
AT4G01450	AT4G01450:s:609568-609955	s|1e1.1o1|2e1.1o1	0.33471800473570035;-0.3347180477624788	0.9974556999817163;0.9974556963868637	1.7886156655159722e-11;1.9569901255067634e-11	0.067;0.933	0.404;0.596	True	False	False	2	2	609857-610045;609955-610045	
AT1G22840	AT1G22840:s:8079287-8079495	s|1e1.1o1|i	-0.010015414492826339;0.01001541769528096	1.012142539926662e-20;9.461271649706374e-21	0.07169668202629498;0.071692632566961	0.818;0.182	0.811;0.189	False	False	False	1	2	8079495-8079975	8079495-8079975
AT1G55490	AT1G55490:s:20719069-20719196	s|1e1.1o2|1e1.2o2	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	0.000;1.000	0.000;1.000	False	True	False	2	2	20718706-20719069;20718681-20719069	
AT2G15970	AT2G15970:s:6950418-6950525	s|1e1.1o1|i	0.004716641676403722;-0.004716624098732757	1.639383936177887e-08;1.6380907099549353e-08	0.0004837356246089608;0.0004837394686780794	0.632;0.368	0.638;0.362	False	False	False	1	2	6950525-6950609	6950525-6950609
AT4G37550	AT4G37550:s:17644641-17644876	s|1e1.1o1|i	-0.13049408509815835;0.13049406552871662	0.0773462990575267;0.07734622334505314	9.722202027506732e-05;9.721392246761379e-05	0.584;0.416	0.450;0.550	False	False	False	1	2	17644876-17644985	17644876-17644985
AT3G11230	AT3G11230:s:3516577-3516675	s|1e1.2o2|i	-0.44038326228075964;0.4403833535008905	0.9999999145699117;0.9999999150448826	1.7763568394002505e-15;1.7121278598931741e-15	0.503;0.497	0.059;0.941	False	False	False	1	2	3516675-3516762	3516675-3516762
AT5G51100	AT5G51100:s:20773874-20773992	s|1e1.1o1|1e2.1o1	0.006731992141495841;-0.006731951476786717	2.8038487698828653e-05;2.8038133878229183e-05	0.00019303550330326824;0.0001930442980601077	0.859;0.141	0.869;0.131	False	False	True	2	3	20773778-20773874;20773648-20773874	
AT2G40670	AT2G40670:s:16970685-16970762	s|1e1.1o2|1e1.2o2	0.016561229030608783;-0.016561200777562745	0.014640438482501149;0.014640452973587507	5.044819691202296e-05;5.044975295798171e-05	0.308;0.692	0.346;0.654	False	True	False	2	2	16970762-16970840;16970762-16970843	
AT1G08900	AT1G08900:s:2852454-2852603	s|1e1.1o2|1e1.2o2	8.315837321208094e-06;-8.315900633765058e-06	2.2537533499086335e-14;6.099393687462906e-21	0.03061673317008933;0.030660043532105496	0.996;0.004	0.993;0.007	False	True	False	2	2	2852603-2852716;2852603-2852740	
AT5G66420	AT5G66420:s:26522763-26523010	s|1e1.1o1|i	-0.1318229277369633;0.13182293575893536	0.11863208507035822;0.11863211813720387	0.00011227113666645305;0.00011226183170530676	0.609;0.391	0.474;0.526	False	False	False	1	2	26522638-26522763	26522638-26522763
AT2G30140	AT2G30140:s:12872134-12872695	s|1e1.1o2|1e1.2o2	-0.008952910818872466;0.008952958311361843	4.6905952654245e-07;4.6882477458134766e-07	0.0004569881955499566;0.0004569677993438298	0.949;0.051	0.934;0.066	False	True	False	2	2	12872695-12872820;12872695-12872823	
AT3G56160	AT3G56160:s:20839375-20839488	s|1e1.1o2|1e1.2o2	0.21142304178730648;-0.2114230853183771	0.5574819037627146;0.5574819163708281	1.1232973955994322e-05;1.1233764901641408e-05	0.293;0.707	0.548;0.452	False	True	False	2	2	20839141-20839375;20839055-20839375	
AT4G21150	AT4G21150:s:11278403-11278538	s|1e1.1o2|1e1.2o2	0.024953712246288062;-0.024953746248788655	1.0383317428097259e-08;1.0534413438219278e-08	8.055842408636442e-05;8.056514767795786e-05	0.054;0.946	0.098;0.902	False	True	False	2	2	11278538-11278631;11278538-11278644	
AT3G50550	AT3G50550:s:18759463-18759616	s|1e1.2o2|2e1.1o2	7.771559702176269e-16;-7.27312824698095e-12	6.097720061512472e-21;6.097720060605456e-21	0.9999999997576716;0.999816784505434	0.001;0.999	0.001;0.999	True	True	False	2	2	18759546-18759776;18759616-18759702	
AT1G65490	AT1G65490:s:24354771-24354900	s|1e1.1o1|1e2.1o1|i	7.77155982729795e-16;0.012891778961440451;-0.012141012633528875	6.0448857830544e-21;0.0002070339214812262;0.0001446298101143932	0.9999999926460882;0.0010591470563939276;0.0008914053391908539	0.003;0.619;0.378	0.002;0.619;0.379	False	False	True	2	3	24354900-24354999;24354900-24355018	24354900-24355018
AT1G69840	AT1G69840:t:26294962-26295187	t|1e1.1o1|1e2.1o1|2e3.1o1|3e3.1o1|3e4.1o1|3e5.1o1	-0.00968473283133616;-4.3127597131975335e-06;-4.3127597131975335e-06;0.05675578696274773;-0.08928076922555436;0.03164765818209839	1.7823494326991673e-06;6.101745603780474e-21;6.101745603780474e-21;0.037202422562677265;0.07605947731860768;8.258171970257203e-05	0.00048426580519778106;0.006166128317804276;0.006166128317804276;2.9446826794166797e-05;1.826358765055769e-05;0.0001247646525590852	0.050;0.002;0.002;0.646;0.275;0.026	0.024;0.002;0.002;0.750;0.145;0.079	False	True	True	6	6	26295187-26295703;26295187-26295590;26295179-26295703;26295159-26295703;26295159-26295590;26295159-26295448	
AT5G20730	AT5G20730:s:7019821-7019988	s|1e1.1o1|2e1.1o1	0.00027047487961633684;-0.000270474250814279	2.102153159180968e-08;2.0841059695732197e-08	0.0012029124480339526;0.0012029912893821715	0.992;0.008	0.996;0.004	True	False	False	2	2	7019729-7019824;7019729-7019821	
AT1G27840	AT1G27840:s:9693839-9693996	s|1e1.1o1|2e1.1o1	3.102004423556992e-08;-3.108988334867916e-08	6.0977341165203105e-21;6.0977385378871856e-21	0.49461980617402335;0.5744520896673811	0.998;0.002	0.998;0.002	True	False	False	2	2	9693754-9693842;9693754-9693839	
AT5G17230	AT5G17230:s:5660107-5660299	s|1e1.1o1|i	0.0013572429747247387;-0.001357237954944494	1.5921286882541863e-20;1.3975081380333908e-11	0.0010951802981666314;0.0010951794907978485	0.633;0.367	0.637;0.363	False	False	False	1	2	5660009-5660107	5660009-5660107
AT4G30690	AT4G30690:s:14961509-14961558	s|1e1.1o1|i	-0.09801882023292494;0.09801876027955586	0.026485597805309007;0.026485566252163473	0.00015267949622699284;0.0001526667736853344	0.497;0.503	0.390;0.610	False	False	False	1	2	14961558-14961673	14961558-14961673
AT5G45760	AT5G45760:t:18562411-18562835	t|1e1.1o1|1e2.1o1	5.807533184411279e-07;-5.806221873222059e-07	6.0978316135501744e-21;6.097847971333753e-21	0.4918967468983213;0.22204411275616265	0.002;0.998	0.003;0.997	False	False	True	2	3	18562174-18562411;18562322-18562411	
AT2G31280	AT2G31280:t:13341176-13342381	t|1e1.1o1|1e2.1o1	0.00010390783004023173;-0.0001039072963526319	6.118781143716254e-21;5.844432292322232e-10	0.002942070316415588;0.002942490792487207	0.004;0.996	0.007;0.993	False	False	True	2	3	13340765-13341176;13341015-13341176	
AT3G17365	AT3G17365:s:5948040-5948063	s|1e1.1o1|2e1.1o1	5.777385630952458e-05;-5.7773833926093745e-05	6.34212682432152e-11;6.109430227748058e-21	0.004853420966830363;0.0048534139057343495	0.994;0.006	0.997;0.003	True	False	False	2	2	5947958-5948044;5947958-5948040	
AT1G55325	AT1G55325:s:20643098-20643275	s|1e1.1o2|1e1.2o2	-0.0002114298752112094;0.0002114307144206242	2.484108490912739e-08;2.4746764785033908e-08	0.0013453667492139276;0.001345298290222216	0.009;0.991	0.006;0.994	False	True	False	2	2	20643275-20643371;20643275-20643431	
AT1G05960	AT1G05960:t:1814144-1814258	t|1e1.1o1|1e2.1o1	-6.082381094263103e-06;6.082480769623393e-06	2.0478083667606625e-12;6.1055763632515994e-21	0.012697769369293899;0.012681364865732625	0.995;0.005	0.995;0.005	False	False	True	2	3	1814258-1814447;1814258-1814328	
AT1G23170	AT1G23170:s:8212556-8213230	s|1e1.1o1|1e2.1o1	0.00028859207722718684;-0.0002885892332198811	6.437254985777825e-07;6.43536296299411e-07	0.0006388339669328724;0.0006388557510660364	0.989;0.011	0.991;0.009	False	False	True	2	3	8213230-8213323;8213230-8213571	
AT1G65070	AT1G65070:s:24173556-24174017	s|1e1.1o2|1e1.2o2	7.771559702176269e-16;-1.118424870608705e-14	6.097720061512472e-21;6.09772006151105e-21	0.9999999997576716;0.9999997123610648	0.001;0.999	0.001;0.999	False	True	False	2	2	24173368-24173556;24173340-24173556	
AT3G13340	AT3G13340:s:4332878-4332964	s|1e1.1o1|i	-0.33261835904918996;0.33261829900198453	0.996220268822658;0.9962202729955784	3.316007801679177e-09;1.0050343051960886e-09	0.489;0.511	0.160;0.840	False	False	False	1	2	4332964-4333125	4332964-4333125
AT1G77350	AT1G77350:s:29070253-29070363	s|1e1.1o2|1e1.2o2	-0.019275211480712075;0.01927520201025713	3.2038975479356216e-06;3.203582469345637e-06	0.00015179141095500448;0.00015177920205102858	0.935;0.065	0.899;0.101	False	True	False	2	2	29070363-29070482;29070363-29070493	
AT3G53920	AT3G53920:s:19962181-19962411	s|1e1.1o2|1e1.2o2	8.290036972656996e-09;-8.29566582663881e-09	6.0977213728347985e-21;6.097719802016632e-21	0.8556034405772575;0.855528933010806	0.991;0.009	0.991;0.009	False	True	False	2	2	19961980-19962181;19961976-19962181	
AT1G23890	AT1G23890:s:8439498-8439595	s|1e1.1o2|1e1.2o2	-0.029043569806900052;0.02904359122005644	0.005305737290561209;0.005305734740635924	5.1418049054952064e-05;5.141445324433752e-05	0.834;0.166	0.772;0.228	False	True	False	2	2	8439416-8439498;8439412-8439498	
AT3G19190	AT3G19190:s:6645523-6645635	s|1e1.1o2|1e1.2o2	1.118261293747358e-06;-1.118180151773225e-06	1.757067209329001e-15;6.098869905052477e-21	0.06501785526014026;0.06689413496122498	0.996;0.004	0.997;0.003	False	True	False	2	2	6645635-6646150;6645635-6646216	
AT2G27920	AT2G27920:s:11888489-11888619	s|1e1.1o2|1e1.2o2	3.922528823436845e-05;-3.922523891561553e-05	1.1657347863179446e-14;6.1055463034076775e-21	0.05049035160054789;0.05063034187979065	0.990;0.010	0.994;0.006	False	True	False	2	2	11888260-11888489;11888250-11888489	
AT2G18850	AT2G18850:s:8162890-8163062	s|1e1.1o1|2e1.1o1	5.054073609110326e-07;-5.05433080353897e-07	6.097857551800559e-21;5.112365069665615e-19	0.48946037537156784;0.23066713628341062	0.003;0.997	0.003;0.997	True	False	False	2	2	8163041-8163155;8163062-8163155	
AT5G42765	AT5G42765:s:17151434-17151681	s|1e1.1o2|1e1.2o2|i	-0.33949016697502743;-0.05489029563390218;0.4157793112028346	0.9999665981101553;2.419613940072665e-20;1.0	0.0;0.003205399942216025;3.1523277341943925e-15	0.509;0.089;0.402	0.178;0.015;0.807	False	True	False	2	2	17151342-17151434;17151339-17151434	17151339-17151434
AT5G53450	AT5G53450:s:21690065-21690247	s|1e1.1o1|1e2.1o1|i	-0.08401752452415268;7.77155982729795e-16;0.07588666609164847	0.04077337634863095;6.0448857830544e-21;0.035893542767879844	0.0002539828836123359;0.9999999926460882;0.00032037995663223087	0.632;0.001;0.367	0.547;0.006;0.447	False	False	True	2	3	21690247-21690341;21690247-21690512	21690247-21690512
AT5G14430	AT5G14430:s:4653472-4653636	s|1e1.1o2|2e1.2o2	3.881482579792761e-09;-3.875143051590983e-09	6.097721264479797e-21;6.097720200861507e-21	0.8479994927085972;0.8461361333449028	0.002;0.998	0.002;0.998	True	True	False	2	2	4653628-4653709;4653636-4653717	
AT1G60270	AT1G60270:t:22223040-22223292	t|1e1.1o1|1e2.1o1	0.10181973109650604;-0.1018197367467575	0.06879427666913243;0.06879423754496417	1.3309709860645665e-05;1.3310766039054123e-05	0.131;0.869	0.259;0.741	False	False	True	2	3	22223292-22223567;22223292-22223396	
AT1G18730	AT1G18730:t:6461174-6461229	t|1e1.1o1|1e2.1o1|i	7.77155982729795e-16;-0.022095387413571907;0.011480482038259	6.0448857830544e-21;2.4629218027633903e-12;1.2297931742238864e-20	0.9999999926460882;0.001660892840593009;0.004162409756315037	0.001;0.654;0.345	0.015;0.619;0.365	False	False	True	2	3	6460808-6461174;6461073-6461174	6461073-6461174
AT3G19000	AT3G19000:s:6554037-6554364	s|1e1.1o1|i	-0.02159426455669171;0.021594276100285893	3.2376428454243157e-06;3.2374876587234113e-06	0.0011418147929731504;0.0011417486624717855	0.500;0.500	0.467;0.533	False	False	False	1	2	6553922-6554037	6553922-6554037
AT4G34370	AT4G34370:s:16435113-16435395	s|1e1.1o1|2e1.1o1	-0.03701779670128159;0.03701782042886079	0.0005570130008052652;0.0005570113188582068	7.552979846370267e-05;7.552368377713347e-05	0.091;0.909	0.033;0.967	True	False	False	2	2	16435347-16435468;16435395-16435468	
AT5G21430	AT5G21430:s:7222226-7222561	s|1e1.1o2|1e1.2o2|i	-0.09983691054945502;-0.20130179861964173;0.2925123568176786	4.465649954392292e-20;0.5191330091108516;0.9668362503157847	1.540474687700133e-05;2.3211255362198813e-07;2.711724960258552e-19	0.120;0.528;0.353	0.032;0.327;0.641	False	True	False	2	2	7222561-7222674;7222561-7222681	7222561-7222681
AT1G28100	AT1G28100:s:9803771-9804092	s|1e1.1o2|1e1.2o2|i	-4.629731007361071e-06;-8.567399971881042e-07;0.0034837893180254056	6.04637763070738e-21;6.04516035402559e-21;7.060916475146468e-21	0.4750041398725927;0.4750223723344147;0.47405439497293744	0.023;0.020;0.957	0.001;0.005;0.995	False	True	False	2	2	9804026-9804131;9804026-9804167	9804026-9804167
AT1G52220	AT1G52220:s:19454032-19454094	s|1e1.1o1|1e2.1o2|i	-0.017868893694489508;7.77155982729795e-16;0.02211587560717098	4.400683076864974e-06;6.0448857830544e-21;6.686986457893497e-07	0.001347389079186967;0.9999999926460882;0.0010176569131133814	0.663;0.009;0.328	0.636;0.005;0.359	False	False	True	2	3	19453944-19454032;19453824-19454032	19453824-19454032
AT5G53940	AT5G53940:s:21898494-21898610	s|1e1.1o1|i	-0.36090260644126015;0.3609026025002515	0.983995278558218;0.9839952890423765	1.758736943735517e-05;1.7584630142472832e-05	0.676;0.324	0.305;0.695	False	False	False	1	2	21897931-21898494	21897931-21898494
AT1G08550	AT1G08550:s:2707424-2707677	s|1e1.1o1|2e1.1o1	-0.019975998037924516;0.019976025530891242	1.0098228383340744e-20;1.898482334587324e-14	0.010774302523782753;0.010773339715384812	0.053;0.947	0.026;0.974	True	False	False	2	2	2707661-2707755;2707677-2707755	
AT3G26650	AT3G26650:s:9795626-9795930	s|1e1.1o1|i	-0.008942289421190856;0.008942267451531634	1.828748857472637e-20;1.7587495589245978e-20	0.0013851709234493637;0.0013851367892815103	0.646;0.354	0.628;0.372	False	False	False	1	2	9795930-9796016	9795930-9796016
AT1G69935	AT1G69935:s:26342915-26343126	s|1e1.1o2|1e1.2o2|i	-0.006664377541710443;0.004208554074120547;0.002521766435126413	1.0801815825346647e-05;7.140503962795807e-21;4.955020376866603e-05	0.002022941915930998;0.06678316017143357;0.001251291122191578	0.435;0.108;0.457	0.423;0.118;0.462	False	True	False	2	2	26342834-26342915;26342826-26342915	26342826-26342915
AT2G18750	AT2G18750:t:8125802-8125942	t|1e1.1o1|1e2.1o1	0.046685936167415926;-0.04668592267931124	0.03275649577725215;0.03275649285822704	3.4929936252321714e-05;3.4931996179432545e-05	0.628;0.372	0.729;0.271	False	False	True	2	3	8125594-8125802;8125710-8125802	
AT5G41760	AT5G41760:s:16708312-16708485	s|1e1.1o1|2e1.1o1	0.08184219260279432;-0.08184225003176183	0.005278852290016634;0.005278863017020345	1.6879154404597068e-05;1.6880662119800327e-05	0.806;0.194	0.906;0.094	True	False	False	2	2	16708481-16708623;16708485-16708623	
AT5G13000	AT5G13000:s:4111066-4111116	s|1e1.1o1|2e2.1o2	7.771559702176269e-16;7.771559702176269e-16	6.097720061512472e-21;6.097720061512472e-21	0.9999999997576716;0.9999999997576716	0.000;1.000	0.000;1.000	True	False	True	2	3	4111002-4111079;4110978-4111066	
AT5G42420	AT5G42420:t:16969628-16969789	t|1e1.1o1|1e2.1o1	-1.4181255821353293e-06;1.418093593016181e-06	6.0980180914614605e-21;6.0979810632508194e-21	0.18809220387861714;0.12377197767509122	0.003;0.997	0.002;0.998	False	False	True	2	3	16969228-16969628;16969540-16969628	
AT5G46110	AT5G46110:s:18697235-18697890	s|1e1.1o1|2e1.1o1	-0.01738926414877866;0.01738925182666613	9.807566478488029e-21;9.396566851330691e-21	0.4750003511919104;0.47500035121599693	0.950;0.050	0.944;0.056	True	False	False	2	2	18697883-18697958;18697890-18697958	
AT1G09130	AT1G09130:s:2939926-2940152	s|1e1.1o1|2e1.1o1|i	7.77155982729795e-16;-0.006407184203639443;0.006382170460944752	6.0448857830544e-21;1.267923344372833e-20;1.229088921646658e-20	0.9999999926460882;0.009969574436780593;0.00992400987155511	0.000;0.646;0.354	0.000;0.646;0.354	True	False	False	2	2	2939859-2940072;2939859-2940028	2939859-2940028
