gene_name	gene_id	seqid	start	end
AT1G06550	AT1G06550	1	2007038	2007190
AT1G06560	AT1G06560	1	2007615	2007898
PDS1	AT1G06570	1	2012297	2013545
AT1G06580	AT1G06580	1	2014003	2016054
APC5	AT1G06590	1	2024335	2024662
AT1G06610	AT1G06610	1	2025356	2025428
AT1G06620	AT1G06620	1	2025601	2026141
AT1G06630	AT1G06630	1	2027739	2027816
AT1G06640	AT1G06640	1	2032338	2032898
AT1G06645	AT1G06645	1	2034156	2034752
AT1G06650	AT1G06650	1	2035884	2036441
JASON	AT1G06660	1	2039978	2040246
NIH	AT1G06670	1	2040433	2040669
PSBP1	AT1G06680	1	2047825	2048186
AT1G06690	AT1G06690	1	2051799	2052154
PTI11	AT1G06700	1	2055143	2055280
AT1G06710	AT1G06710	1	2057294	2060242
AT1G06720	AT1G06720	1	2067150	2067323
AT1G06730	AT1G06730	1	2067529	2068010
AT1G06740	AT1G06740	1	2070737	2070893
AT1G06750	AT1G06750	1	2072979	2073370
AT1G06760	AT1G06760	1	2077416	2077698
DRIP1	AT1G06770	1	2081602	2081927
GAUT6	AT1G06780	1	2083424	2083800
AT1G06790	AT1G06790	1	2087232	2087364
PLA-I{gamma}1	AT1G06800	1	2090146	2091686
AT1G06810	AT1G06810	1	2092393	2092528
CRTISO	AT1G06820	1	2095804	2096232
GRXS11	AT1G06830	1	2097151	2097655
AT1G06840	AT1G06840	1	2103097	2103479
AtbZIP52	AT1G06850	1	2105048	2105693
AT1G06860	AT1G06860	1	2107398	2107468
TPP2	AT1G06870	1	2108593	2109518
AT1G06880	AT1G06880	1	2111148	2111218
AT1G06890	AT1G06890	1	2114436	2114601
AT1G06900	AT1G06900	1	2120318	2120745
TRFL7	AT1G06910	1	2120991	2121681
OFP4	AT1G06920	1	2124854	2125801
AT1G06923	AT1G06923	1	2126749	2127000
AT1G06925	AT1G06925	1	2128580	2128611
AT1G06930	AT1G06930	1	2128843	2129883
TIC110	AT1G06950	1	2135040	2135665
AT1G06960	AT1G06960	1	2135852	2136002
CHX14	AT1G06970	1	2138109	2138360
AT1G06980	AT1G06980	1	2143031	2143821
AT1G06990	AT1G06990	1	2148387	2149022
ATEXO70B2	AT1G07000	1	2151814	2152325
AT1G07010	AT1G07010	1	2152887	2153132
AT1G07020	AT1G07020	1	2155878	2156008
AT1G07025	AT1G07025	1	2157658	2158158
AT1G07030	AT1G07030	1	2159751	2160809
AT1G07040	AT1G07040	1	2162829	2163308
AT1G07050	AT1G07050	1	2164726	2165239
MIR847A	AT1G07051	1	2165517	2165746
AT1G07060	AT1G07060	1	2168258	2168397
RPL35AA	AT1G07070	1	2168564	2168683
AT1G07080	AT1G07080	1	2169982	2170350
LSH6	AT1G07090	1	2173952	2174894
AT1G07100	AT1G07100	1	2177885	2177958
FKFBP	AT1G07110	1	2183810	2184148
AT1G07119	AT1G07119	1	2184347	2184508
AT1G07120	AT1G07120	1	2186044	2186580
AT1G07128	AT1G07128	1	2187621	2188417
STN1	AT1G07130	1	2187776	2188733
AT1G07135	AT1G07135	1	2189928	2190659
RANBP1A	AT1G07140	1	2193534	2193793
MAPKKK13	AT1G07150	1	2194279	2195796
AT1G07160	AT1G07160	1	2199226	2199748
AT1G07170	AT1G07170	1	2200134	2200219
AT1G07175	AT1G07175	1	2202330	2202472
NDA1	AT1G07180	1	2204320	2204893
AT1G07190	AT1G07190	1	2208013	2208177
AT1G07200	AT1G07200	1	2210607	2210844
AT1G07210	AT1G07210	1	2215223	2215422
AT1G07220	AT1G07220	1	2219260	2219474
NPC1	AT1G07230	1	2221680	2222982
UGT71C5	AT1G07240	1	2223691	2225452
UGT71C4	AT1G07250	1	2225900	2227566
UGT71C3	AT1G07260	1	2227594	2229319
CDC6B	AT1G07270	1	2232676	2232897
AT1G07280	AT1G07280	1	2238087	2238176
GONST2	AT1G07290	1	2244277	2244428
AT1G07300	AT1G07300	1	2245758	2246492
AT1G07310	AT1G07310	1	2247509	2248961
RPL4	AT1G07320	1	2249133	2250021
AT1G07330	AT1G07330	1	2251131	2251208
STP2	AT1G07340	1	2254822	2255005
SR45A	AT1G07350	1	2260012	2260101
AT1G07360	AT1G07360	1	2262691	2262865
PCNA	AT1G07370	1	2263140	2263522
AT1G07380	AT1G07380	1	2267972	2268306
AtRLP1	AT1G07390	1	2269893	2270199
HSP17.8	AT1G07400	1	2274943	2275758
RABA2B	AT1G07410	1	2276053	2276133
SMO2-2	AT1G07420	1	2277807	2277939
AIP1	AT1G07430	1	2282153	2282828
AT1G07440	AT1G07440	1	2287586	2287730
AT1G07450	AT1G07450	1	2289189	2289336
AT1G07460	AT1G07460	1	2290201	2290977
AT1G07470	AT1G07470	1	2291457	2291568
AT1G07473	AT1G07473	1	2294566	2295489
AT1G07476	AT1G07476	1	2295751	2296497
AT1G07480	AT1G07480	1	2299370	2299470
AT1G07485	AT1G07485	1	2301375	2301579
RTFL3	AT1G07490	1	2301380	2302021
AT1G07500	AT1G07500	1	2304909	2305031
FTSH10	AT1G07510	1	2305378	2305739
SCL31	AT1G07520	1	2309564	2311805
SCL14	AT1G07530	1	2316309	2316469
TRP5	AT1G07540	1	2320968	2321048
AT1G07550	AT1G07550	1	2326431	2326561
AT1G07560	AT1G07560	1	2327320	2327404
APK1A	AT1G07570	1	2333168	2333395
AT1G07580	AT1G07580	1	2334822	2334894
MT1A	AT1G07600	1	2339266	2339321
AT1G07590	AT1G07590	1	2339266	2339391
MT1C	AT1G07610	1	2341542	2341658
ATOBGM	AT1G07615	1	2344063	2344271
TRM32	AT1G07620	1	2346630	2346842
PLL5	AT1G07630	1	2349097	2350682
DOF1.1	AT1G07640	1	2354354	2355771
AT1G07650	AT1G07650	1	2366321	2366561
ATDSI-1VOC	AT1G07645	1	2368222	2368385
AT1G07660	AT1G07660	1	2368837	2369007
ECA4	AT1G07670	1	2374456	2374545
AT1G07680	AT1G07680	1	2376012	2376131
AT1G07690	AT1G07690	1	2378076	2378170
AT1G07700	AT1G07700	1	2379661	2379798
AT1G07705	AT1G07705	1	2381615	2381754
AT1G07702	AT1G07702	1	2382251	2382331
AT1G07710	AT1G07710	1	2387644	2387986
KCS3	AT1G07720	1	2390655	2392453
ATEXO70H6	AT1G07725	1	2394801	2397272
AT1G07728	AT1G07728	1	2395461	2396434
AT1G07740	AT1G07740	1	2399099	2400508
RAD51D	AT1G07745	1	2402755	2402873
AT1G07747	AT1G07747	1	2403558	2403845
AT1G07750	AT1G07750	1	2405668	2405943
AT1G07760	AT1G07760	1	2406834	2406905
RPS15AA	AT1G07770	1	2409479	2409577
PAI1	AT1G07780	1	2412610	2412677
HTB1	AT1G07790	1	2412980	2413708
AT1G07795	AT1G07795	1	2414286	2414967
AT1G07800	AT1G07800	1	2415041	2415970
ECA1	AT1G07810	1	2416265	2416322
AT1G07820	AT1G07820	1	2421218	2421943
AT1G07830	AT1G07830	1	2422241	2422351
AT1G07840	AT1G07840	1	2424054	2424153
AT1G07850	AT1G07850	1	2426745	2427301
AT1G07860	AT1G07860	1	2429266	2429431
AT1G07870	AT1G07870	1	2431702	2432034
MPK13	AT1G07880	1	2435570	2435763
AT1G07885	AT1G07885	1	2436955	2436959
APX1	AT1G07890	1	2437330	2437555
LBD1	AT1G07900	1	2442622	2442860
AT1G07901	AT1G07901	1	2443971	2444123
ATRNL	AT1G07910	1	2445470	2445637
A3	AT1G07920	1	2454846	2454937
A3	AT1G07930	1	2458244	2458345
A3	AT1G07940	1	2465410	2465504
MED22B	AT1G07950	1	2466818	2467022
PDIL5-1	AT1G07960	1	2467161	2467212
AT1G07970	AT1G07970	1	2472313	2472628
NF-YC10	AT1G07980	1	2474491	2474927
AT1G07985	AT1G07985	1	2475405	2476155
AT1G07990	AT1G07990	1	2477157	2477451
GATA10	AT1G08000	1	2484887	2485109
AT1G08005	AT1G08005	1	2485344	2485511
GATA11	AT1G08010	1	2487858	2488027
TPST	AT1G08030	1	2493006	2493250
AT1G08032	AT1G08032	1	2494123	2494126
AT1G08035	AT1G08035	1	2494402	2494439
AT1G08040	AT1G08040	1	2498484	2498764
AT1G08050	AT1G08050	1	2501114	2501427
MOM1	AT1G08060	1	2510781	2511084
ACA5	AT1G08065	1	2513254	2513454
PCMP-H12	AT1G08070	1	2514192	2516605
ACA7	AT1G08080	1	2518444	2518546
NRT2.1	AT1G08090	1	2524076	2524948
NRT2.2	AT1G08100	1	2528275	2529120
AT1G08105	AT1G08105	1	2531695	2534786
AT1G08110	AT1G08110	1	2535329	2535385
AT1G08115	AT1G08115	1	2538076	2538237
AT1G08120	AT1G08120	1	2538615	2539661
AT1G08125	AT1G08125	1	2542217	2542334
LIG1	AT1G08130	1	2547030	2547946
CHX6B	AT1G08135	1	2551186	2551473
CHX6A	AT1G08140	1	2554796	2555161
CHX5	AT1G08150	1	2558772	2559074
AT1G08160	AT1G08160	1	2559487	2560403
AT1G08165	AT1G08165	1	2562056	2562148
AT1G08170	AT1G08170	1	2562941	2563672
SMR2	AT1G08180	1	2564572	2565121
VPS41	AT1G08190	1	2567475	2567921
AXS2	AT1G08200	1	2576334	2576714
AT1G08210	AT1G08210	1	2580337	2580669
AT1G08220	AT1G08220	1	2583124	2583323
AT1G08240	AT1G08240	1	2588525	2588596
ADT6	AT1G08250	1	2588857	2590301
POL2A	AT1G08260	1	2590944	2591102
AT1G08270	AT1G08270	1	2606926	2607337
AT1G08280	AT1G08280	1	2608408	2609853
WIP3	AT1G08290	1	2612593	2613242
NVL	AT1G08300	1	2614774	2614904
AT1G08310	AT1G08310	1	2618647	2619039
AT1G08315	AT1G08315	1	2620335	2621545
TGA9	AT1G08320	1	2627731	2627848
ROPGAP5	AT1G08340	1	2631068	2631432
TMN5	AT1G08350	1	2635787	2635842
RPL10AA	AT1G08360	1	2636011	2636053
DCP1	AT1G08370	1	2638181	2638513
PSAO	AT1G08380	1	2641661	2641828
AT1G08390	AT1G08390	1	2642214	2642339
MAG2L	AT1G08400	1	2645711	2646035
LSG1-2	AT1G08410	1	2646189	2646533
BSL2	AT1G08420	1	2649773	2650427
ALMT1	AT1G08430	1	2658716	2659010
ALMT2	AT1G08440	1	2663027	2663228
CRT3	AT1G08450	1	2671689	2671832
HDA8	AT1G08460	1	2672451	2672770
YAB2	AT1G08465	1	2675813	2676101
SSL3	AT1G08470	1	2683652	2684100
SDH6	AT1G08480	1	2684234	2684519
NFS2	AT1G08490	1	2688350	2688595
ENODL18	AT1G08500	1	2689016	2689302
FATB	AT1G08510	1	2694057	2694377
CHLD	AT1G08520	1	2696412	2696810
AT1G08530	AT1G08530	1	2701226	2701593
SIGB	AT1G08540	1	2703336	2703539
VDE1	AT1G08550	1	2706924	2707128
KN	AT1G08560	1	2710810	2710912
ACHT4	AT1G08570	1	2712892	2713295
AT1G08580	AT1G08580	1	2716190	2716404
PXL1	AT1G08590	1	2718778	2722221
AT1G08592	AT1G08592	1	2721391	2721676
ATRX	AT1G08600	1	2723824	2723957
AT1G08610	AT1G08610	1	2735716	2735819
JMJ16	AT1G08620	1	2737031	2737048
THA1	AT1G08630	1	2746729	2746939
CJD1	AT1G08640	1	2751079	2751278
PPCK1	AT1G08650	1	2752156	2753010
MGP2	AT1G08660	1	2759572	2759794
AT1G08670	AT1G08670	1	2761433	2761573
AGD14	AT1G08680	1	2762590	2762918
SCRL3	AT1G08695	1	2769414	2769483
PS1	AT1G08700	1	2771027	2771477
SKIP24	AT1G08710	1	2771633	2771955
EDR1	AT1G08720	1	2774030	2774499
XI-C	AT1G08730	1	2779963	2780014
AT1G08735	AT1G08735	1	2790290	2793641
AT1G08740	AT1G08740	1	2799227	2800081
AT1G08750	AT1G08750	1	2801067	2801395
AT1G08760	AT1G08760	1	2805371	2806464
PRA1E	AT1G08770	1	2808883	2809747
AIP3	AT1G08780	1	2811115	2811191
AT1G08790	AT1G08790	1	2811989	2812478
MYOB1	AT1G08800	1	2817424	2817639
MYB60	AT1G08810	1	2820197	2820395
PVA22	AT1G08820	1	2825167	2825275
CSD1	AT1G08830	1	2827061	2827191
emb2411	AT1G08840	1	2838034	2838369
AT1G08845	AT1G08845	1	2839144	2839304
BON3	AT1G08860	1	2842153	2842317
AT1G08870	AT1G08870	1	2846536	2846608
HTA5	AT1G08880	1	2847470	2847800
SUGTL4	AT1G08890	1	2848348	2848505
SUGTL3	AT1G08900	1	2852454	2852603
AT1G08910	AT1G08910	1	2856227	2856249
SUGTL2	AT1G08920	1	2867259	2867592
ERD6	AT1G08930	1	2873465	2873828
AT1G08940	AT1G08940	1	2877692	2878150
AT1G08950	AT1G08950	1	2879303	2879374
CCX5	AT1G08960	1	2879642	2880573
NFYC9	AT1G08970	1	2882524	2882686
AMI1	AT1G08980	1	2884411	2884567
AT1G08985	AT1G08985	1	2887285	2887706
GUX5	AT1G08990	1	2888753	2889500
ANP1	AT1G09000	1	2891037	2891407
EBM	AT1G09010	1	2899139	2899384
SNF4	AT1G09020	1	2904088	2904815
AT1G09026	AT1G09026	1	2907124	2907279
NFYB4	AT1G09030	1	2908611	2909030
AT1G09040	AT1G09040	1	2911317	2911463
AT1G09050	AT1G09050	1	2918031	2918756
AT1G09060	AT1G09060	1	2925712	2925723
SRC2	AT1G09070	1	2927703	2928968
MED37B	AT1G09080	1	2931732	2931841
RBOHB	AT1G09090	1	2932739	2933127
RPT5B	AT1G09100	1	2939142	2939326
AT1G09110	AT1G09110	1	2939417	2939488
CLPR3	AT1G09130	1	2941909	2942267
SR30	AT1G09140	1	2945732	2945961
AT1G09150	AT1G09150	1	2946229	2946392
PP2B15	AT1G09155	1	2950594	2950989
AT1G09157	AT1G09157	1	2951665	2952396
AT1G09160	AT1G09160	1	2955484	2955667
AT1G09170	AT1G09170	1	2962081	2962207
AT1G09176	AT1G09176	1	2964152	2964604
ATSAR1	AT1G09180	1	2965023	2965275
PCMP-E70	AT1G09190	1	2966120	2967718
AT1G09195	AT1G09195	1	2971078	2971457
HTR2	AT1G09200	1	2971593	2972199
CRT2	AT1G09210	1	2976562	2976750
PCMP-E25	AT1G09220	1	2977792	2979466
SNRNP65	AT1G09230	1	2982376	2982624
NAS3	AT1G09240	1	2984881	2986130
AT1G09245	AT1G09245	1	2986939	2987393
BHLH149	AT1G09250	1	2989378	2990357
AT1G09260	AT1G09260	1	2993404	2993820
IMPA4	AT1G09270	1	2994369	2994736
STR6	AT1G09280	1	3001062	3001315
AT1G09290	AT1G09290	1	3003508	3003762
AT1G09300	AT1G09300	1	3003919	3004028
AT1G09310	AT1G09310	1	3009055	3009880
AT1G09320	AT1G09320	1	3011623	3012363
ECH	AT1G09330	1	3014886	3015091
CSP41B	AT1G09340	1	3015328	3015574
GOLS3	AT1G09350	1	3019819	3020193
AT1G09360	AT1G09360	1	3021802	3022368
AT1G09370	AT1G09370	1	3024896	3025435
AT1G09380	AT1G09380	1	3029144	3029549
AT1G09390	AT1G09390	1	3031203	3031519
AT1G09400	AT1G09400	1	3034968	3035036
PCMP-H18	AT1G09410	1	3035443	3037560
NIMIN-3	AT1G09415	1	3037754	3038408
AT1G09421	AT1G09421	1	3038631	3038860
G6PD4	AT1G09420	1	3041614	3041819
ACLA-3	AT1G09430	1	3041996	3042233
AT1G09440	AT1G09440	1	3047718	3047893
AT1G09450	AT1G09450	1	3049024	3049078
AT1G09460	AT1G09460	1	3053901	3054534
AT1G09470	AT1G09470	1	3056761	3056974
AT1G09480	AT1G09480	1	3057975	3058092
AT1G09483	AT1G09483	1	3061685	3061729
AT1G09486	AT1G09486	1	3062430	3063731
AT1G09490	AT1G09490	1	3064124	3064289
AT1G09500	AT1G09500	1	3066753	3066928
AT1G09510	AT1G09510	1	3069385	3069513
AT1G09520	AT1G09520	1	3070946	3072050
PIF3	AT1G09530	1	3076582	3076748
MYB61	AT1G09540	1	3086159	3086465
PAE1	AT1G09550	1	3092089	3092327
GLP4	AT1G09560	1	3093839	3094010
PHYA	AT1G09570	1	3100147	3100357
AT1G09575	AT1G09575	1	3102452	3102925
AT1G09580	AT1G09580	1	3104588	3104875
RPL21A	AT1G09590	1	3106502	3106785
AT1G09600	AT1G09600	1	3108617	3109120
GXM1	AT1G09610	1	3111694	3112873
AT1G09620	AT1G09620	1	3116568	3116699
AT1G09625	AT1G09625	1	3117137	3117567
RABA2A	AT1G09630	1	3119407	3119708
AT1G09640	AT1G09640	1	3119878	3120008
AT1G09645	AT1G09645	1	3122956	3123236
AT1G09650	AT1G09650	1	3125807	3127284
AT1G09660	AT1G09660	1	3130874	3131094
AT1G09665	AT1G09665	1	3133095	3133555
AT1G09680	AT1G09680	1	3134107	3135930
RPL21A	AT1G09690	1	3137194	3137475
DRB1	AT1G09700	1	3140094	3140353
AT1G09710	AT1G09710	1	3140872	3141013
NET2B	AT1G09720	1	3147210	3147303
ULP2B	AT1G09730	1	3154098	3154380
AT1G09740	AT1G09740	1	3154532	3154804
AT1G09750	AT1G09750	1	3157501	3158593
U2A'	AT1G09760	1	3161522	3161692
CDC5	AT1G09770	1	3161841	3162178
PGM1	AT1G09780	1	3167654	3167869
COBL6	AT1G09790	1	3170753	3170819
AT1G09794	AT1G09794	1	3172108	3172281
HISN1B	AT1G09795	1	3173534	3173884
AT1G09800	AT1G09800	1	3180082	3180421
ECT11	AT1G09810	1	3184084	3184224
AT1G09812	AT1G09812	1	3187817	3188077
POLD4	AT1G09815	1	3189369	3189640
AT1G09820	AT1G09820	1	3190288	3192414
PUR2	AT1G09830	1	3194663	3195025
ASK10	AT1G09840	1	3200036	3200279
XBCP3	AT1G09850	1	3201799	3202265
PUP16	AT1G09860	1	3204016	3205309
AT1G09870	AT1G09870	1	3205741	3205917
AT1G09880	AT1G09880	1	3211535	3211653
AT1G09890	AT1G09890	1	3217500	3217538
AT1G09900	AT1G09900	1	3218133	3219929
AT1G09910	AT1G09910	1	3224379	3224541
AT1G09920	AT1G09920	1	3226817	3227070
OPT2	AT1G09930	1	3229555	3230043
AT1G09932	AT1G09932	1	3232965	3233109
AT1G09935	AT1G09935	1	3235480	3235530
HEMA2	AT1G09940	1	3239025	3239554
RAS1	AT1G09950	1	3240606	3241632
SUC4	AT1G09960	1	3244213	3244795
LRR XI-23	AT1G09970	1	3252240	3254964
AT1G09980	AT1G09980	1	3261328	3261614
AT1G09995	AT1G09995	1	3263351	3263612
AT1G10000	AT1G10000	1	3263877	3264788
AAP8	AT1G10010	1	3265976	3266297
AT1G10020	AT1G10020	1	3271107	3271987
ERG28	AT1G10030	1	3273825	3274086
AT1G10040	AT1G10040	1	3278190	3278697
AT1G10050	AT1G10050	1	3279270	3279607
BCAT1	AT1G10060	1	3284239	3284501
BCAT2	AT1G10070	1	3288087	3288320
AT1G10090	AT1G10090	1	3295948	3296198
AT1G10095	AT1G10095	1	3300271	3300443
AT1G10100	AT1G10100	1	3301328	3301489
AT1G10110	AT1G10110	1	3302742	3304092
BHLH74	AT1G10120	1	3305511	3306824
ECA3	AT1G10130	1	3310930	3311171
AT1G10140	AT1G10140	1	3322802	3323548
PP2A10	AT1G10150	1	3325824	3327614
ATPP2-A10	AT1G10155	1	3328386	3328448
AT1G10160	AT1G10160	1	3328971	3333470
NFXL1	AT1G10170	1	3333595	3337491
EXO84C	AT1G10180	1	3341399	3341608
AT1G10190	AT1G10190	1	3345430	3345632
WLIM1	AT1G10200	1	3347629	3347885
MPK1	AT1G10210	1	3349219	3349318
AT1G10220	AT1G10220	1	3352159	3352632
ASK18	AT1G10230	1	3355571	3356359
FRS11	AT1G10240	1	3359772	3359838
AT1G10250	AT1G10250	1	3360325	3360508
AT1G10260	AT1G10260	1	3360526	3361247
GRP23	AT1G10270	1	3363504	3366488
AT1G10280	AT1G10280	1	3368143	3369095
DRP2A	AT1G10290	1	3370558	3370914
AT1G10300	AT1G10300	1	3378142	3379248
AT1G10310	AT1G10310	1	3383653	3383914
AT1G10320	AT1G10320	1	3387969	3388373
PCMP-E71	AT1G10330	1	3388747	3390150
AT1G10340	AT1G10340	1	3392046	3392571
AT1G10350	AT1G10350	1	3394250	3395055
GSTU18	AT1G10360	1	3396486	3396849
GSTU17	AT1G10370	1	3397953	3398358
AT1G10380	AT1G10380	1	3400606	3401196
EXO84A	AT1G10385	1	3403224	3403382
NUP98A	AT1G10390	1	3412493	3412843
UGT90A2	AT1G10400	1	3415595	3416358
AT1G10410	AT1G10410	1	3419078	3419639
AT1G10417	AT1G10417	1	3427215	3427457
AT1G10419	AT1G10419	1	3428031	3428425
PP2A2	AT1G10430	1	3430185	3430633
AT1G10440	AT1G10440	1	3431185	3431256
SNL6	AT1G10450	1	3431780	3432092
AT1G10455	AT1G10455	1	3438555	3439013
GLP7	AT1G10460	1	3439322	3440320
ARR4	AT1G10470	1	3443582	3443957
ZFP5	AT1G10480	1	3449691	3451226
AT1G10490	AT1G10490	1	3453228	3453264
ISCA	AT1G10500	1	3461160	3461485
emb2004	AT1G10510	1	3461635	3461818
AT1G10520	AT1G10520	1	3465964	3466074
AT1G10522	AT1G10522	1	3469636	3469837
AT1G10530	AT1G10530	1	3472235	3472672
AT1G10538	AT1G10538	1	3474515	3474765
NAT8	AT1G10540	1	3477636	3477927
XTH33	AT1G10550	1	3480744	3480988
PUB18	AT1G10560	1	3484580	3486965
ULP1C	AT1G10570	1	3487594	3487974
AT1G10580	AT1G10580	1	3491951	3493737
AT1G10585	AT1G10585	1	3494967	3495144
AT1G10586	AT1G10586	1	3499259	3499439
AT1G10588	AT1G10588	1	3501202	3501360
AT1G10590	AT1G10590	1	3503374	3503457
AMSH2	AT1G10600	1	3503724	3503917
BHLH90	AT1G10610	1	3506186	3506572
PERK11	AT1G10620	1	3511048	3511975
ATARFA1F	AT1G10630	1	3514647	3514729
AT1G10640	AT1G10640	1	3517400	3517888
AT1G10650	AT1G10650	1	3526100	3526346
AT1G10652	AT1G10652	1	3527709	3527831
AT1G10657	AT1G10657	1	3530467	3530729
AT1G10660	AT1G10660	1	3532428	3532667
ACLA-1	AT1G10670	1	3535387	3535578
ABCB10	AT1G10680	1	3543528	3543782
AT1G10682	AT1G10682	1	3544991	3545471
AT1G10690	AT1G10690	1	3549992	3550632
PRS3	AT1G10700	1	3554104	3554548
AT1G10705	AT1G10705	1	3557114	3557177
PHS1	AT1G10710	1	3558358	3558695
ESF1.3	AT1G10717	1	3562180	3562243
AT1G10720	AT1G10720	1	3562952	3563579
AP1M1	AT1G10730	1	3565463	3565591
AT1G10740	AT1G10740	1	3570224	3570760
ESF1.2	AT1G10745	1	3572710	3572770
ESF1.1	AT1G10747	1	3574312	3574375
AT1G10750	AT1G10750	1	3577948	3578474
GWD1	AT1G10760	1	3590876	3590928
AT1G10770	AT1G10770	1	3591633	3592411
AT1G10780	AT1G10780	1	3594998	3595077
AT1G10790	AT1G10790	1	3596360	3596603
AT1G10800	AT1G10800	1	3598158	3598591
AT1G10810	AT1G10810	1	3599271	3599590
AT1G10820	AT1G10820	1	3604789	3605076
Z-ISO	AT1G10830	1	3607039	3607493
TIF3H1	AT1G10840	1	3610290	3610520
AT1G10850	AT1G10850	1	3611747	3613557
AT1G10865	AT1G10865	1	3616089	3616155
AGD4	AT1G10870	1	3623565	3623758
AT1G10880	AT1G10880	1	3626500	3627082
AT1G10890	AT1G10890	1	3627726	3627808
PIP5K7	AT1G10900	1	3637023	3637141
AT1G10910	AT1G10910	1	3639878	3640179
LOV1	AT1G10920	1	3647655	3647768
RECQL4A	AT1G10930	1	3655442	3655590
SRK2A	AT1G10940	1	3658051	3658578
TMN1	AT1G10950	1	3659209	3659411
FD1	AT1G10960	1	3664386	3665039
ZIP4	AT1G10970	1	3666919	3667139
AT1G10980	AT1G10980	1	3669592	3669902
AT1G10990	AT1G10990	1	3670980	3671187
MLO4	AT1G11000	1	3675784	3675979
AT1G11010	AT1G11010	1	3676607	3676644
AT1G11020	AT1G11020	1	3676691	3677429
AT1G11030	AT1G11030	1	3678775	3678848
AT1G11040	AT1G11040	1	3680787	3680924
AT1G11050	AT1G11050	1	3681888	3684169
AT1G11055	AT1G11055	1	3683919	3684095
AT1G11060	AT1G11060	1	3684568	3685193
AT1G11070	AT1G11070	1	3693622	3693648
SCPL31	AT1G11080	1	3697456	3698013
AT1G11090	AT1G11090	1	3702608	3703779
AT1G11100	AT1G11100	1	3709162	3709302
AT1G11110	AT1G11110	1	3710208	3710275
AT1G11112	AT1G11112	1	3712999	3713735
AT1G11120	AT1G11120	1	3715184	3715547
AT1G11125	AT1G11125	1	3718783	3719711
SUB	AT1G11130	1	3722857	3723225
AT1G11145	AT1G11145	1	3728116	3728166
AT1G11150	AT1G11150	1	3728971	3731624
AT1G11160	AT1G11160	1	3733139	3733430
AT1G11170	AT1G11170	1	3740765	3740869
AT1G11175	AT1G11175	1	3744858	3745655
SCAMP5	AT1G11180	1	3745774	3745888
AT1G11185	AT1G11185	1	3749510	3750035
ENDO1	AT1G11190	1	3752571	3752780
AT1G11200	AT1G11200	1	3753365	3753446
AT1G11210	AT1G11210	1	3756371	3756998
AT1G11220	AT1G11220	1	3760586	3761165
AT1G11230	AT1G11230	1	3763906	3764483
AT1G11240	AT1G11240	1	3768088	3768294
SYP125	AT1G11250	1	3768724	3769187
STP1	AT1G11260	1	3777328	3777592
AT1G11265	AT1G11265	1	3781235	3785293
AT1G11270	AT1G11270	1	3786798	3786990
AT1G11280	AT1G11280	1	3790725	3790812
PCMP-H40	AT1G11290	1	3791454	3793883
AT1G11300	AT1G11300	1	3794238	3795676
MLO2	AT1G11310	1	3803748	3804185
AT1G11320	AT1G11320	1	3807128	3807351
AT1G11330	AT1G11330	1	3810221	3811689
RKS1	AT1G11340	1	3815941	3817420
SD113	AT1G11350	1	3819471	3820805
AT1G11360	AT1G11360	1	3822164	3823088
AT1G11362	AT1G11362	1	3824510	3825196
PME56	AT1G11370	1	3830832	3830945
AT1G11380	AT1G11380	1	3832623	3833008
AT1G11390	AT1G11390	1	3837298	3837629
PYM	AT1G11400	1	3837850	3837987
AT1G11410	AT1G11410	1	3841286	3842570
ATDUF2	AT1G11420	1	3846438	3846872
MORF9	AT1G11430	1	3847243	3847634
AT1G11440	AT1G11440	1	3849360	3850662
AT1G11450	AT1G11450	1	3853243	3853519
AT1G11460	AT1G11460	1	3857005	3857207
AT1G11470	AT1G11470	1	3860378	3860604
NRPB10	AT1G11475	1	3862399	3862555
AT1G11480	AT1G11480	1	3866659	3866969
AT1G11482	AT1G11482	1	3868799	3868870
AT1G11490	AT1G11490	1	3869612	3870065
AT1G11500	AT1G11500	1	3870833	3870931
AT1G11510	AT1G11510	1	3871778	3872836
AT1G11520	AT1G11520	1	3873029	3873619
CXXS1	AT1G11530	1	3874437	3874595
AT1G11540	AT1G11540	1	3876470	3877155
XTH8	AT1G11545	1	3880082	3880361
AT1G11550	AT1G11550	1	3881529	3881608
OST3A	AT1G11560	1	3881788	3882819
NTL	AT1G11570	1	3883280	3883809
AT1G11572	AT1G11572	1	3884356	3884952
PME18	AT1G11580	1	3888690	3889446
PME19	AT1G11590	1	3892580	3893257
AT1G11592	AT1G11592	1	3896522	3896934
AT1G11593	AT1G11593	1	3898002	3898609
AT1G11595	AT1G11595	1	3898631	3899699
CYP77B1	AT1G11600	1	3902012	3903782
AT1G11608	AT1G11608	1	3905579	3906818
CYP71A18	AT1G11610	1	3908905	3909291
AT1G11620	AT1G11620	1	3910833	3911924
AT1G11630	AT1G11630	1	3912902	3914407
AT1G11640	AT1G11640	1	3914629	3914700
RBP45B	AT1G11650	1	3914774	3915155
AT1G11655	AT1G11655	1	3919272	3919774
HSP70-16	AT1G11660	1	3920543	3920605
AT1G11670	AT1G11670	1	3931168	3931576
CYP51G1	AT1G11680	1	3938501	3938686
AT1G11684	AT1G11684	1	3941103	3941300
AT1G11690	AT1G11690	1	3941469	3942212
AT1G11700	AT1G11700	1	3945737	3946613
